bfa_env,s,s_se,cluster,n_bcs,source
X21C,-0.018689105452371124,0.006384377679528338,4,22,GlyEtOH_2N
X37C,9.35315122319867e-4,0.006117137504512401,4,22,GlyEtOH_2N
pH7_3,-0.01587687471944013,0.007785213804107751,4,22,GlyEtOH_2N
GlyEtOH,0.02717460703720463,0.005584296933160362,4,22,GlyEtOH_2N
X02M_NaCl,-0.012749822069588001,0.006749485803068525,4,22,GlyEtOH_2N
SC,0.012308848848823786,0.0038439352504138127,5,1,GlyEtOH_2N
YPD,0.007316803574425459,0.005115439214338124,5,1,GlyEtOH_2N
pH3_8,0.008540546513915136,0.005745746513106086,5,1,GlyEtOH_2N
X21C,0.012722613080756251,0.0037513456511867626,5,1,GlyEtOH_2N
X37C,-0.0011216965692961542,0.005575244481542464,5,1,GlyEtOH_2N
pH7_3,-0.04916454039598976,0.00715141113859635,5,1,GlyEtOH_2N
GlyEtOH,0.065987988052249,0.004633797149877824,5,1,GlyEtOH_2N
X02M_NaCl,0.01149487313326808,0.004749679130273763,5,1,GlyEtOH_2N
SC,-0.0077108049618839145,0.005298702131480238,6,1,GlyEtOH_2N
YPD,-0.030139417658052003,0.008045635127562714,6,1,GlyEtOH_2N
pH3_8,0.002003504640979187,0.006621488629661899,6,1,GlyEtOH_2N
X21C,-0.0263644767480935,0.006554797510550525,6,1,GlyEtOH_2N
X37C,-0.040787314101437,0.007102919777660788,6,1,GlyEtOH_2N
pH7_3,-0.04676474529437462,0.011318522485392,6,1,GlyEtOH_2N
GlyEtOH,0.06397564218709012,0.00545717703827995,6,1,GlyEtOH_2N
X02M_NaCl,0.0033237172811202594,0.006408954545016599,6,1,GlyEtOH_2N
SC,0.014423834525187,0.004229002555912937,7,5,GlyEtOH_2N
YPD,0.007312426230676463,0.005348469855120725,7,5,GlyEtOH_2N
pH3_8,0.008798634838875427,0.0058850906110648376,7,5,GlyEtOH_2N
X21C,0.01587010020092563,0.004254547670125851,7,5,GlyEtOH_2N
X37C,0.018432793930387,0.005343391170356189,7,5,GlyEtOH_2N
pH7_3,0.01277445253945338,0.005004445418742587,7,5,GlyEtOH_2N
GlyEtOH,0.027825767468698866,0.005395526829859588,7,5,GlyEtOH_2N
X02M_NaCl,0.021408716138584753,0.004885536385110512,7,5,GlyEtOH_2N
SC,-0.008348802030154513,0.0075413591866089,8,1,GlyEtOH_2N
YPD,-0.011132869019042878,0.009091720453346852,8,1,GlyEtOH_2N
pH3_8,0.0064948961208382,0.007749893134995162,8,1,GlyEtOH_2N
X21C,-0.011331263293251844,0.005423319376060762,8,1,GlyEtOH_2N
X37C,-0.0022813297783469246,0.010529666839585537,8,1,GlyEtOH_2N
pH7_3,0.028566409972552876,0.006240642849302051,8,1,GlyEtOH_2N
GlyEtOH,0.03853714854240051,0.006947815542092651,8,1,GlyEtOH_2N
X02M_NaCl,-0.011367635671016897,0.006379458002874087,8,1,GlyEtOH_2N
SC,0.011556227389229526,0.004571957951798476,9,5,GlyEtOH_2N
YPD,0.008635253180060337,0.005186506918095625,9,5,GlyEtOH_2N
pH3_8,0.004680076114652475,0.006343062800203412,9,5,GlyEtOH_2N
X21C,0.013373562380857747,0.0048610450190103,9,5,GlyEtOH_2N
X37C,-0.00540663911653361,0.005805203872602251,9,5,GlyEtOH_2N
pH7_3,-0.033434303881801,0.006861669069915887,9,5,GlyEtOH_2N
GlyEtOH,0.029997363777165012,0.0054363277500728635,9,5,GlyEtOH_2N
X02M_NaCl,0.021664930921966245,0.005364371512786451,9,5,GlyEtOH_2N
SC,-0.05165322392486739,0.008600908076670362,10,6,GlyEtOH_2N
YPD,-0.09257154201653539,0.01539782649301275,10,6,GlyEtOH_2N
pH3_8,-0.05036027015360863,0.012088051348910353,10,6,GlyEtOH_2N
X21C,-0.0471355353776545,0.0092916266261384,10,6,GlyEtOH_2N
X37C,2.168404344971009e-19,0.028355139903137875,10,6,GlyEtOH_2N
pH7_3,6.164415069424205e-4,0.007200205111080938,10,6,GlyEtOH_2N
GlyEtOH,0.057558725419436,0.007345211257190462,10,6,GlyEtOH_2N
X02M_NaCl,-0.05416717052635675,0.011835222878176198,10,6,GlyEtOH_2N
SC,-0.025686169465496633,0.006685740161411012,11,1,GlyEtOH_2N
YPD,-0.08292951446946288,0.011923436305106562,11,1,GlyEtOH_2N
pH3_8,-0.030298312833558622,0.008781948657860337,11,1,GlyEtOH_2N
X21C,-0.008863587689314379,0.0062390337437749,11,1,GlyEtOH_2N
X37C,-0.11310540460264618,0.028661506659002623,11,1,GlyEtOH_2N
pH7_3,0.004425199005731762,0.0059129796283977866,11,1,GlyEtOH_2N
GlyEtOH,0.045642667975604255,0.00686301382776165,11,1,GlyEtOH_2N
X02M_NaCl,-0.05869481004816987,0.011324535788937424,11,1,GlyEtOH_2N
SC,4.165990326666308e-4,0.004470769375910738,12,1,GlyEtOH_2N
YPD,-0.013956944958389124,0.006020717764185437,12,1,GlyEtOH_2N
pH3_8,-0.007118527856903926,0.006200259252064914,12,1,GlyEtOH_2N
X21C,-0.029776417330537496,0.005680670746780225,12,1,GlyEtOH_2N
X37C,-0.03653898345409875,0.0059918191561598,12,1,GlyEtOH_2N
pH7_3,0.010362323130529026,0.0051133159709028,12,1,GlyEtOH_2N
GlyEtOH,0.056548669765665624,0.005300324598922925,12,1,GlyEtOH_2N
X02M_NaCl,-0.005411903456535676,0.005903629174441625,12,1,GlyEtOH_2N
SC,0.013560437000291622,0.0047880438304162875,13,1,GlyEtOH_2N
YPD,0.004559250856795249,0.0064496248194172885,13,1,GlyEtOH_2N
pH3_8,0.005810407425965063,0.006372818210241487,13,1,GlyEtOH_2N
X21C,0.007798982673275877,0.005142617525952526,13,1,GlyEtOH_2N
X37C,0.009404624136670578,0.005873257565701626,13,1,GlyEtOH_2N
pH7_3,-0.0018761804090123386,0.0064497440021207865,13,1,GlyEtOH_2N
GlyEtOH,0.04390340670067962,0.006160455988841663,13,1,GlyEtOH_2N
X02M_NaCl,-0.0646320946611925,0.012811185273860248,13,1,GlyEtOH_2N
SC,-0.02553380945688287,0.0044794558217469875,14,1,GlyEtOH_2N
YPD,-0.03616439295612101,0.005768485626911688,14,1,GlyEtOH_2N
pH3_8,-0.02829492660366425,0.006604685771404624,14,1,GlyEtOH_2N
X21C,-0.024721103285008882,0.0046418784422931885,14,1,GlyEtOH_2N
X37C,-0.03211144571440224,0.005806515238896975,14,1,GlyEtOH_2N
pH7_3,-0.04922437593203837,0.007216892292367862,14,1,GlyEtOH_2N
GlyEtOH,0.07418354515573089,0.004568309669219388,14,1,GlyEtOH_2N
X02M_NaCl,-0.0156838227367425,0.0053860850161099,14,1,GlyEtOH_2N
SC,-0.02958392224822374,0.004957271870650388,15,1,GlyEtOH_2N
YPD,-0.04312089524101189,0.0067890257945373,15,1,GlyEtOH_2N
pH3_8,-0.03913928553455488,0.007635854945040613,15,1,GlyEtOH_2N
X21C,-0.036264450410679376,0.005890508192051775,15,1,GlyEtOH_2N
X37C,-0.07946612781161598,0.007714483670564849,15,1,GlyEtOH_2N
pH7_3,-0.020271982394428133,0.006429620335312663,15,1,GlyEtOH_2N
GlyEtOH,0.07717921456196623,0.004645647038841688,15,1,GlyEtOH_2N
X02M_NaCl,-0.033093316642514366,0.0071273165694551,15,1,GlyEtOH_2N
SC,-0.012203876850656057,0.004297312213049537,1,2,none
YPD,-0.02311498971707575,0.005478978083835974,1,2,none
pH3_8,-0.012719671076617884,0.0062591192206127005,1,2,none
X21C,-0.010994064486890763,0.004614312949350212,1,2,none
X37C,0.001509543354090302,0.0051022575376085755,1,2,none
pH7_3,-0.021320023684637267,0.005738629845952625,1,2,none
GlyEtOH,0.07365815456956375,0.004602734030878449,1,2,none
X02M_NaCl,-0.006208960649619143,0.005261891942479576,1,2,none
SC,0.009696809959415839,0.0034538702205046375,2,1,none
YPD,0.0067507009288241635,0.004898808807223137,2,1,none
pH3_8,0.01211609334564025,0.005384466961036612,2,1,none
X21C,0.00824208617836238,0.003471638985679413,2,1,none
X37C,0.004325304845104813,0.004893777519137462,2,1,none
pH7_3,-0.007414179840745366,0.004491961643350788,2,1,none
GlyEtOH,0.04900920084234213,0.004646081275988125,2,1,none
X02M_NaCl,0.008245882449180248,0.004512962124239249,2,1,none
SC,-0.02108068562662274,0.011054892881075425,1,23,pH3_8_2N
YPD,-2.532758209097643e-4,0.009869109945217886,1,23,pH3_8_2N
pH3_8,0.008718273483950987,0.010387850232710624,1,23,pH3_8_2N
X21C,5.842938201461399e-4,0.009361797001595161,1,23,pH3_8_2N
X37C,0.023086303779879372,0.010063912384001387,1,23,pH3_8_2N
pH7_3,0.012340781048914473,0.010702214722369149,1,23,pH3_8_2N
GlyEtOH,-0.004686616988373586,0.011349070342612238,1,23,pH3_8_2N
X02M_NaCl,0.019696754193316752,0.007739717071220625,1,23,pH3_8_2N
SC,-0.033239859452253884,0.010708204687932,2,4,pH3_8_2N
YPD,-0.045054675972753255,0.01545723139008075,2,4,pH3_8_2N
pH3_8,-0.03932962964255425,0.014457786481608002,2,4,pH3_8_2N
X21C,-0.017892237144032125,0.009362601791080175,2,4,pH3_8_2N
X37C,-0.07722736549244226,0.017381320769578625,2,4,pH3_8_2N
pH7_3,-0.020011956313941502,0.011780650351200777,2,4,pH3_8_2N
GlyEtOH,-0.05524482663956613,0.030305103031064755,2,4,pH3_8_2N
X02M_NaCl,-0.03631387992094999,0.013207520526417375,2,4,pH3_8_2N
SC,0.026945562303361512,0.003679201069403175,3,1,pH3_8_2N
YPD,0.003219999369592477,0.005394458016390674,3,1,pH3_8_2N
pH3_8,0.03905193678243875,0.0054575218574185866,3,1,pH3_8_2N
X21C,0.006885561122567241,0.004445104110792,3,1,pH3_8_2N
X37C,0.03395965085973239,0.004978098627403463,3,1,pH3_8_2N
pH7_3,0.01590148393038913,0.0046244848884541495,3,1,pH3_8_2N
GlyEtOH,0.03129562870713363,0.006257705402804263,3,1,pH3_8_2N
X02M_NaCl,0.034910913325287375,0.004974347636643663,3,1,pH3_8_2N
SC,-0.12247915185858299,0.022407779653097624,4,2,pH3_8_2N
YPD,-0.03266942690152463,0.03713616130020413,4,2,pH3_8_2N
pH3_8,-0.08276050958044998,0.03136383161485363,4,2,pH3_8_2N
X21C,-0.054456588271259,0.034391276710636,4,2,pH3_8_2N
X37C,-0.10075745090459298,0.026686428461829875,4,2,pH3_8_2N
pH7_3,-0.11182665418232625,0.024269138816867503,4,2,pH3_8_2N
GlyEtOH,-0.04550654736892887,0.041734058788795624,4,2,pH3_8_2N
X02M_NaCl,-0.023465474740440122,0.03219542571159813,4,2,pH3_8_2N
SC,-0.0011328510628298978,0.005724378866520837,5,1,pH3_8_2N
YPD,-0.021553652119258884,0.008462882472100263,5,1,pH3_8_2N
pH3_8,-0.006489986309935948,0.007196707186510125,5,1,pH3_8_2N
X21C,-0.006104991534077565,0.006272525755057864,5,1,pH3_8_2N
X37C,-0.026802965145576504,0.007615586173020549,5,1,pH3_8_2N
pH7_3,-0.004537896115172763,0.007135676287959762,5,1,pH3_8_2N
GlyEtOH,0.0049504503273239756,0.009004189167371538,5,1,pH3_8_2N
X02M_NaCl,0.01808981439773587,0.005903586957843787,5,1,pH3_8_2N
SC,0.0179880793060605,0.004423604190590062,6,1,pH3_8_2N
YPD,0.002060077522237462,0.006595766839948725,6,1,pH3_8_2N
pH3_8,0.023123772848412005,0.005979550589177238,6,1,pH3_8_2N
X21C,0.0015314735880270125,0.005335225258332313,6,1,pH3_8_2N
X37C,0.0011713830381197671,0.005960389256757974,6,1,pH3_8_2N
pH7_3,0.035930663981841,0.005080755533972663,6,1,pH3_8_2N
GlyEtOH,0.018822738480851746,0.006925174333359112,6,1,pH3_8_2N
X02M_NaCl,0.019384253759475625,0.005667820015294224,6,1,pH3_8_2N
SC,0.025697595587190997,0.00385359475996305,7,1,pH3_8_2N
YPD,-0.009300097666205775,0.005820004502053737,7,1,pH3_8_2N
pH3_8,0.02116847694778375,0.005689688429939912,7,1,pH3_8_2N
X21C,0.023434966841364126,0.004388195467851401,7,1,pH3_8_2N
X37C,0.0037835541850329765,0.005296040327783524,7,1,pH3_8_2N
pH7_3,0.011931977915197782,0.005467488827086399,7,1,pH3_8_2N
GlyEtOH,0.03383038000287024,0.005564318174843025,7,1,pH3_8_2N
X02M_NaCl,0.04708078364967638,0.004794269557123825,7,1,pH3_8_2N
SC,0.033111855428574616,0.004009525292933512,8,1,pH3_8_2N
YPD,-0.01572075715765875,0.007873717731032938,8,1,pH3_8_2N
pH3_8,0.044741068292550736,0.00563603101107555,8,1,pH3_8_2N
X21C,0.005548682850031064,0.005507867583808225,8,1,pH3_8_2N
X37C,-0.01700022537765988,0.006314582846787275,8,1,pH3_8_2N
pH7_3,-0.09484305056127475,0.018656953436658,8,1,pH3_8_2N
GlyEtOH,0.031197794196424863,0.0066759720966386125,8,1,pH3_8_2N
X02M_NaCl,0.02015516921234438,0.005880093966617687,8,1,pH3_8_2N
SC,-0.03161034219012562,0.008514621057001712,1,4,pH7_3_2N
YPD,-0.0396496629734935,0.011395564964523415,1,4,pH7_3_2N
pH3_8,-0.028844378242887003,0.010045866189518063,1,4,pH7_3_2N
X21C,-0.064023118918326,0.013057667249097002,1,4,pH7_3_2N
X37C,-0.013520736222446506,0.008478465920217915,1,4,pH7_3_2N
pH7_3,-0.003752186679980162,0.008354999152905176,1,4,pH7_3_2N
GlyEtOH,0.005811650780833825,0.010401965445048525,1,4,pH7_3_2N
X02M_NaCl,-0.03633326004592075,0.0109836392352857,1,4,pH7_3_2N
SC,-0.09883270340928878,0.015567182137497625,2,1,pH7_3_2N
YPD,-0.08737863584605336,0.025556545951619627,2,1,pH7_3_2N
pH3_8,-0.08321660913643353,0.025971716803355,2,1,pH7_3_2N
X21C,-0.1796983540712425,0.03640030074574613,2,1,pH7_3_2N
X37C,-0.036940282562587017,0.012350227184462777,2,1,pH7_3_2N
pH7_3,-0.004400356823905349,0.010269849479434521,2,1,pH7_3_2N
GlyEtOH,0.048176893813517384,0.036755601493954626,2,1,pH7_3_2N
X02M_NaCl,2.168404344971009e-19,0.06583383380960738,2,1,pH7_3_2N
SC,-0.01383040188074813,0.006706080782080525,3,27,pH7_3_2N
YPD,-7.987446975014314e-4,0.007919957980365702,3,27,pH7_3_2N
pH3_8,-0.019118364009478122,0.008234139531673262,3,27,pH7_3_2N
X21C,-0.03173729010771349,0.0089093155009854,3,27,pH7_3_2N
X37C,-0.012590792672554248,0.007147733268421237,3,27,pH7_3_2N
pH7_3,0.005321231297015287,0.0060940782155956,3,27,pH7_3_2N
GlyEtOH,-0.023341164137636622,0.014119607315692,3,27,pH7_3_2N
X02M_NaCl,0.0022433517159393124,0.00764087683669165,3,27,pH7_3_2N
SC,-0.048081908365293115,0.0105822120962072,4,9,pH7_3_2N
YPD,-0.0015969236776908347,0.008553118885509062,4,9,pH7_3_2N
pH3_8,0.0020458110477119,0.008366118724161738,4,9,pH7_3_2N
X21C,-0.052187211433386865,0.010906546976759487,4,9,pH7_3_2N
X37C,-0.08796982282786038,0.01668405311883287,4,9,pH7_3_2N
pH7_3,0.05708685898222438,0.005297713813125387,4,9,pH7_3_2N
GlyEtOH,-0.010600018284239742,0.012658718160784628,4,9,pH7_3_2N
X02M_NaCl,-0.02973550377639313,0.009101399002134275,4,9,pH7_3_2N
SC,0.0049004697565968635,0.006243838411659113,5,1,pH7_3_2N
YPD,0.004300203521354164,0.007796522309425436,5,1,pH7_3_2N
pH3_8,0.0063780149585636586,0.007467077001271748,5,1,pH7_3_2N
X21C,7.605417781150641e-4,0.006362384586936587,5,1,pH7_3_2N
X37C,-6.761144623912993e-4,0.007282644296084025,5,1,pH7_3_2N
pH7_3,0.04400275346463851,0.005025295145031562,5,1,pH7_3_2N
GlyEtOH,0.024709071973212253,0.010272923298190738,5,1,pH7_3_2N
X02M_NaCl,0.007586980675785776,0.0075819604574736766,5,1,pH7_3_2N
SC,-0.02962836628107726,0.007600373458172788,6,1,pH7_3_2N
YPD,-0.013998732306595998,0.00870414394616605,6,1,pH7_3_2N
pH3_8,0.007161438740790053,0.007354043076521514,6,1,pH7_3_2N
X21C,-0.017961024483340256,0.006380440033022926,6,1,pH7_3_2N
X37C,-0.028090855383975495,0.010078917292958463,6,1,pH7_3_2N
pH7_3,0.03696154148456875,0.00531492782174785,6,1,pH7_3_2N
GlyEtOH,0.03673532764823987,0.007796553701051224,6,1,pH7_3_2N
X02M_NaCl,-0.011710322194221391,0.0068297713929152135,6,1,pH7_3_2N
SC,0.059441866735727995,0.031164207138671,1,4,SC_2N
YPD,-0.008760514434041466,0.03491659627384226,1,4,SC_2N
pH3_8,0.02051153698113925,0.03589412528775188,1,4,SC_2N
X21C,0.04308086902473013,0.026745538099177374,1,4,SC_2N
X37C,0.03420881007478187,0.02612093914720375,1,4,SC_2N
pH7_3,0.028530077837057244,0.028419923064168996,1,4,SC_2N
GlyEtOH,0.03282538171758901,0.04544021918330476,1,4,SC_2N
X02M_NaCl,0.03513223687815512,0.03419766196763999,1,4,SC_2N
SC,-0.038641617553728996,0.019664378989284626,2,4,SC_2N
YPD,-0.03303048657766224,0.026380162261483122,2,4,SC_2N
pH3_8,-0.030723534017242243,0.02092167584675,2,4,SC_2N
X21C,-0.04638423735955862,0.010716114693964135,2,4,SC_2N
X37C,-0.04385844343147736,0.025845433564691375,2,4,SC_2N
pH7_3,-0.034216441069276265,0.02588442388793325,2,4,SC_2N
GlyEtOH,-0.07811121307173223,0.032435310143084865,2,4,SC_2N
X02M_NaCl,-0.03389560234889362,0.013911911338220999,2,4,SC_2N
SC,-0.013527774538388873,0.007492557809234211,1,20,YPD_2N
YPD,0.002888127368131351,0.007183005056931526,1,20,YPD_2N
pH3_8,-0.022437368125062248,0.008463453235699078,1,20,YPD_2N
X21C,0.0028987731928578116,0.006300600031544337,1,20,YPD_2N
X37C,0.0010296695753476536,0.0084309989454838,1,20,YPD_2N
pH7_3,-0.037657103700821384,0.013388099331301,1,20,YPD_2N
GlyEtOH,0.0010706617050217204,0.007867361143589439,1,20,YPD_2N
X02M_NaCl,0.007192594159574026,0.006237283801191662,1,20,YPD_2N
SC,0.01254421485360925,0.004685295269611862,2,1,YPD_2N
YPD,0.009235932089871902,0.006357067325729425,2,1,YPD_2N
pH3_8,0.013747606589187748,0.006335276504663274,2,1,YPD_2N
X21C,0.013332058965876378,0.004457219727507213,2,1,YPD_2N
X37C,0.0018030363647390628,0.006229671545229699,2,1,YPD_2N
pH7_3,0.020441694672637126,0.00541324429131155,2,1,YPD_2N
GlyEtOH,0.04401136230860837,0.005801188816785314,2,1,YPD_2N
X02M_NaCl,0.012758006763739877,0.0056440629142465,2,1,YPD_2N
SC,0.010222477644889212,0.0038348204565621,3,1,YPD_2N
YPD,0.005022221728310829,0.004785168609100675,3,1,YPD_2N
pH3_8,-0.006022428213255301,0.005734818414025788,3,1,YPD_2N
X21C,0.02593043638763551,0.0038044232247465754,3,1,YPD_2N
X37C,0.012174558393284424,0.004981592821799125,3,1,YPD_2N
pH7_3,-0.01421184309575188,0.005390014905439213,3,1,YPD_2N
GlyEtOH,0.01450115023530561,0.005137435928689674,3,1,YPD_2N
X02M_NaCl,0.03411488422311588,0.004661482448610275,3,1,YPD_2N
SC,0.012765799788384996,0.005328872167644375,4,1,YPD_2N
YPD,0.0060827447557158095,0.00639267310257545,4,1,YPD_2N
pH3_8,0.0011634938116903478,0.007134522573381199,4,1,YPD_2N
X21C,0.0039007671285315364,0.006386688253686812,4,1,YPD_2N
X37C,-0.015709828495920997,0.007574206037021274,4,1,YPD_2N
pH7_3,-0.04452953938478415,0.010891611699816364,4,1,YPD_2N
GlyEtOH,0.03779152046955174,0.006149671951494037,4,1,YPD_2N
X02M_NaCl,0.011670072149748384,0.006405712734368938,4,1,YPD_2N
